,Titles,Articles,Urls
10,Health Ministry replaces Super Cereal Blended flour - Daily Monitor,"The Health Ministry has replaced Super Cereal maize blended flour with Super Cereal Plus and Ready- to- use Supplementary Food (RUSF) packs and sachets, respectively.The move follows the suspension of the distribution of Super Cereal flour by the World Food Programme (WFP) last month.The suspension was announced on March 16 when hundreds of people in Amudat and Napak districts developed health complications after eating the flour.At least 260 people were confirmed to have developed health complications after eating porridge prepared using Super Cereal flour. The affected persons developed mental disorders accompanied with fever, pain in the throat, diarrhea and other complications.Four people were confirmed to have died by police after eating the porridge.In a March letter, the State Minister for Primary Health Care, Dr Joyce Moriku Kaducu, said the new brands replacing Super Cereal flour have similar nutritional values and the only difference being an addition of milk; packaging material and quantity.The letter adds that all the proposed commodities are recommended under the integrated management of acute malnutrition used in Uganda over the years. Since these commodities can be used in the prevention and treatment of malnutrition, the Ministry of Health supports the proposed adjustments from  Super Cereal  to Super Cereal Plus, and/ or RUSF during the period of suspension of super cereal , the letter reads. Mr Charles Omudu, the Moroto District Health Educator who doubles as the Food and Nutrition Focal Point Person in the district, says the level of malnutrition especially among children is on the increase. He said  that much as the replacement was made, a number of families that used to benefit from the Super Cereal maize blend have been hit hard by hunger in the region.Although Super Cereal was meant for malnourished people, mainly children, many family members including adults, in Karamoja region used to depend on it.Moroto and other districts in Karamoja region are currently carrying out a rapid food assessment exercise to ascertain the number of families in dire need of food, following a prolonged drought.What are these food supplements Super Cereal flour contains 25 kilogrammess of maize. It is blended with soya flour and fortified with vitamins and minerals. It has been used for the prevention and treatment of malnutrition from children above five years. It is also used by pregnant and lactating mothers.It has also been used for nutritionally vulnerable groups especially for people living with HIV and tuberculosis. Super Cereal is manufactured in Belgium, Turkey and Italy.Super Cereal Plus, a new brand, is a 1.5-kilogramme pack of flour used to treat and prevent malnutrition among children below 6 years. It s made of maize, soy, oil, milk powder and sugar, and fortified with vitamins and minerals. Super Cereal Plus is manufactured in Rwanda, Belgium and Italy.RUSF is a 100 grams sachet of food used to treat moderate malnutrition among children below 6 years. RUSF is manufactured in France, Ethiopia, Pakistan, Kenya and South Africa.The Health Ministry and WFP are yet reveal what caused the food contamination which affected hundreds of people in Amudat and Napak districts. Even post-mortem findings on the victims are yet to be known.  READ: WFP poisoned porridge: Samples sent to South Africa ",https://www.monitor.co.ug/News/National/Health-Ministry-Super-Cereal-Blended-flour-Karamoja-drought-/688334-5063200-12pahi5z/index.html
11,Gun fire outside army headquaters as Sudan protestors press on - Daily Monitor,"Sudanese security forces fired tear gas early Tuesday at thousands of anti-government protesters who had been demonstrating outside army headquarters for a third straight night, but soldiers intervened firing in the air, witnesses said.Thousands of protesters have massed at the Khartoum complex since Saturday, urging the military to back them in demanding the resignation of President Omar al-Bashir and the formation of a transitional government.It is the largest rally since protests erupted over a hike in bread prices in December, before transforming into nationwide demonstrations against Bashir's 30-year rule.Early on Tuesday, members of the National Intelligence and Security Service and riot police fired tear gas at the protesters in an abortive bid to disperse the sit-in, protest movement organisers said.""There was heavy firing of tear gas after which army soldiers opened the gates of the compound for protesters to enter,"" a witness told AFP.""A few minutes later a group of soldiers fired gunshots in the air to push back the security forces who were firing tear gas.""A second witness too said soldiers had intervened against the security force agents.An AFP correspondent, some five kilometres (three miles) away from the headquarters, heard shooting for about four minutes. Since the protests erupted in December, the armed forces have remained on the sidelines even as security agents and riot police have cracked down.Demonstrators have called on the army to protect them from the deadly crackdown, after days of camping outside its headquarters, which also houses Bashir's residence and the defence ministry.Wish of the revolutionDefence Minister General Awad Ibnouf vowed that the army would prevent any slide into chaos.""Sudan's armed forces understand the reasons for the demonstrations and is not against the demands and aspirations of the citizens, but it will not allow the country to fall into chaos,"" Ibnouf said on Monday, according to the official SUNA news agency.In a separate statement, army chief of staff Kamal Abdelmarouf said the military was ""discharging its responsibility in securing and protecting citizens.""Officials say 38 people have died in protest-related violence since December.Interior Minister Bushara Juma said seven protesters died and 15 were wounded on Saturday when forces tried to disperse them.He said 42 security personnel were injured and 2,496 arrests made.The umbrella group spearheading the protests appealed to the army on Monday for talks on forming a transitional government.""We call on the Sudanese armed forces to talk directly with the Alliance for Freedom and Change for facilitating the peaceful process of forming a transitional government,"" said Omar el-Digeir, a senior member of the group.Digeir said the protest organisers had formed a council to open talks aimed at agreeing a ""transitional government that represents the wish of the revolution"".Reading from a statement, he also called on the armed forces ""to withdraw their support for a regime that has lost its legitimacy"" and to support the ""people's alternative for a transition to a civilian democratic government"".Economic mismanagement The rally outside the army headquarters has been the largest since protests began on December 19 in the central town of Atbara, quickly spreading to the capital and nationwide.The European Union said an ""unprecedented"" number of people had come out calling for change since Saturday.""The people of Sudan have shown remarkable resilience in the face of extraordinary obstacles over many years,"" the EU's External Action Service said.""Their trust must be won through concrete action by the government.""The protesters accuse Bashir's administration of economic mismanagement that has led to soaring food prices and chronic shortages of fuel and foreign currency.After a meeting chaired by Bashir on Sunday, Sudan's security council said the demands of the protesters ""have to be heard"".Bashir, wanted by the Hague-based International Criminal Court on charges of war crimes and genocide connected with the suppression of a now 16-year-old ethnic minority rebellion in the western region of Darfur, took power in an Islamist-backed coup in 1989.He has remained defiant, introducing tough measures that have seen protesters, opposition leaders, activists and journalists arrested.",https://www.monitor.co.ug/News/World/Gun-fire-army-headquaters-Sudan-Omar-alBashir-protestors/688340-5063414-uk3vehz/index.html
12,"Prepare for famine, government tells Ugandans - Daily Monitor","KAMPALA. The government has warned of impending famine in most parts of the country, cautioning traders to limit food exports and families to start food rationing.Mr Christopher Kibanzanga, the State minister for Agriculture, issued the warning in an interview with Daily Monitor yesterday.He attributed the looming famine to the delayed rain and drought that has stretched beyond March into April resulting in crop failure. We are certainly not going to have enough food. Our appeal to farmers is not to take everything to the market,  Mr Kibanzanga said. Traders should take [sell] food to areas like eastern Uganda, northern Uganda and Karamoja sub-region which do not have food,  he added.Mr Kibanzanga said government will support mini and large scale irrigation schemes across the country to minimise over-reliance on rain-fed agriculture as it is done currently.At the beginning of March, the Uganda National Meteorological Authority (UNMA), the government agency for weather forecast, predicted that most parts of the country would receive plenty of rainfall. They said farmers were free to start planting their crops. The forecast followed some occasional showers that enticed farmers to start planting crops, but the skies soon dried up and crops wilted under the scorching sunshine.Mr Festus Luboyera, the UNMA executive director, later issued a statement attributing the current dry spell conditions to the tropical cyclone which last month ravaged Mozambique, Zimbabwe and Madagascar and left an estimated 1,000 people dead. The cyclone led to the development of low pressure system around the Mozambique channel which resulted in the weakening of southeasterly trade winds. These winds became diverted towards the channel, depriving moisture laden winds to reach our country which is why we have experienced the dry spells,  Mr Luboyera said in a statement. Ms Agnes Kirabo, the executive director of Food Rights Alliance, a civil society organisation, said government should be blamed for failing to store produce of the previous season. There was a dramatic bumper harvest but most of the grain, which would have been used in this bad season was wasted,  she said.[email protected]",https://www.monitor.co.ug/News/National/Prepare-for-famine--government-tells-Ugandans/688334-5062732-daumc3/index.html
13,Dedicated to pupils with special needs - Daily Monitor,"Maria Nansubuga Galiwango was supposed to be a journalist. That is what she longed for as a child. She thought that each of her days would be filled with an adventure of travelling to new places.Instead, after completing Senior Four, her elder brother encouraged her to become a teacher because of her love for children. That was the turning point as Nansubuga joined Gaba Teachers College where she graduated with a certificate in primary school teaching. It was the beginning of the journey into the unknown. She got a job at a school that she never thought would change her life forever.Tough startIn 2012, Nansubuga joined Hill Preparatory School, Naguru, kickstarting her journey in teaching.  I was given an inclusion class but that was a big challenge,  the 32-year-old said.An inclusive class has learners with disabilities and special education learning alongside their non-disabled peers. I had no interest at first. I was even afraid but after prayer I realised that this was a special group of people God had allowed me to reach,  Nansubuga recalls.As we sat for the interview, the love from the children was evident. A couple of them played with her while some hugged her, interrupting the session at several stages.Getting into the grooveA multi-talented teacher, Nansubuga later completed her diploma at Uganda Martyrs University-Nkozi in 2015 courtesy of the school director Clare Wavamunno and head teacher Ambrose Kibuuka. She attended several school trainings at Lugogo in Kampala which were regularly organised by Special Olympics Uganda as well as Umoja Global Community Music Therapy. The British Council also offered her an opportunity to travel to the United Kingdom in 2014 during an exchange programme to improve her skills of teaching special needs children.  I picked interest in furthering my knowledge of special needs education because I found these children amazing. They are so loving and I started seeing Jesus in them,  she said.Another dimensionNansubuga who teaches English and Mathematics, currently conducts private lessons at the convenience of the parents  homes for the last one year.Although she left Hill last year, she still goes there to conduct swimming lessons on a private arrangement.Nansubuga said she is now married to teaching even though she opted to start her private classes which she says offered her greener pastures. There are some parents who are still not comfortable bringing their special needs children in public and I find that an opportunity to reach out to them and help them develop,  she said.Nansubuga said she chose that approach because it is exciting yet she has a passion for seeing children with special needs excel. For special needs children, there s something new everyday, she says. They are fun and can be a challenge sometimes especially children with intellectual disabilities but we get to know each other. Nansubuga believes a good special needs educator is someone who has a passion for what they teach, and who you teach.  Being flexible and passionate is something I take pride in as an educator. I constantly talk to them to be able to build self-esteem. She was forced into swimming to tame autistic children who are normally hyper, especially after lunch making it necessary to curb extra energy.The common intellectual disability cases she has handled include; autism, down syndrome, cerebral palsy, dyslexia and attention deficit disorder. Each of those cases are handled differently and that is the best lesson I have learned in life. Everyone is different from the other,  she notes, adding that loving such children is what makes us human.Moving onNansubuga agrees that she cannot get all the money she needs from teaching as such she handles different projects. After opting to leave Hill Preparatory School last year, she joined Kampala International Pre-School in Naguru before she settled at Bourneville International School. She supplements this by working in a network marketing company, Success, which deals in cryptocurrencies. I do personal work with Success online and I never have to worry about my teaching appointments,  she says about her balancing act.[email protected]",https://www.monitor.co.ug/News/Education/Dedicated-pupils-with-special-needs/688336-5060824-glwrmwz/index.html
14,NTCs should offer computer courses - Daily Monitor,"Despite computer being one of the subjects taught in schools today, several National Teacher s College (NTCs) across the country do not conduct these courses for their students. As such several stakeholders in the education sector have called on the Education ministry to consider having in place computer courses to produce teachers who can impart computer education to the learners. Last year, National Curriculum Development Centre (NCDC), recommended that computer studies must be taught at both O and A-Level.In fact Denis Tabo, a former student of Gulu Central High School told Daily Monitor that limited access to computer labs, and lack of computer books was the reason why students performed dismally in computer exams in the 2018-2019 national exams. We used to access computer lab twice a week for only 80 minutes a day which is not enough for a student to practice,   he said. He also cited lack of computer books that has made most of the students fail the theory part of the computer exams due to limited books in various schools. But Michael Okidi, the head teacher Layibi High School, advised schools to take up computer lessons when they already have in place enough computers and well-trained computer teachers. Lack of professional teachers is forcing us to hire anybody with a Bachelors in Computer Science some of whom are not equipped with the right knowledge of teaching students,  he said. Charles Nyakito, the principal Unyama NTC, said computer studies are not yet in their curriculum.  We have been advocating for Kyambogo University to substitute Typewriting course with computer studies but we are not yet successful,  Nyakito said. Currently, only Business Education students at Unyama NTC are taught computer, which is a small group,  he adds.Decrying the status quo, Ronald Lukyamuzi, the vice chairman Information and Communication Technology Teachers Association of Uganda, said most of the members of the association are not professional teachers but university ICT and Computer Science graduates.  Government should also equip all the schools teaching computer studies with computers. Most schools have only about five computers which are shared by 60 students and no projector to support teachers in class,  he said. Computer studies were included in secondary school syllabus to encourage practical work and skills to allow students to accommodate the changing technologies in ICT.[email protected]",https://www.monitor.co.ug/News/Education/NTCs-should-offer-computer-courses/688336-5060874-jfktjhz/index.html
15,Bouteflika ally named Algeria's first new president in 20 years - Daily Monitor,"Algerian lawmakers appointed a regime stalwart as the country's first new president in two decades Tuesday, dismaying protesters seeking sweeping change following the resignation of veteran leader Abdelaziz Bouteflika. The election of upper house speaker Abdelkader Bensalah as interim president follows constitutional rules but goes against the demands of demonstrators, who have pushed for him and other top politicians to stand down.""I want to work towards fulfilling the interests of the people,"" Bensalah, a trusted ally of Bouteflika, told parliament on taking up the 90-day interim presidency.""It's a great responsibility that the constitution demands of me,"" the 77-year-old added.Opposition parties refused to back the appointment of the seasoned establishment insider and boycotted the session, as thousands of students protested against him in Algiers.""Resign Bensalah!"" they chanted, clutching hand-written placards and Algerian flags.For the first time in seven weeks police in the capital fired tear gas to try to disperse the protest by students, who were also hit with water cannon.On Friday -- in the first weekly mass protest since Bouteflika announced his departure after losing the military's support -- Algerians demanded regime insiders be excluded from the political transition.Ahead of the parliamentary session, an editorial in pro-government daily El Moudjahid on Tuesday suggested Bensalah should step aside from the presidential post.He is ""not tolerated by the citizen movement, which demands his immediate departure,"" or by the opposition and various political groups in both houses of parliament, the newspaper said.- 'Voice of the people' -Three men in particular have drawn demonstrators' ire: Bensalah, the head of the constitutional council Tayeb Belaiz and prime minister Noureddine Bedoui.The protest movement is calling for a new transitional framework that is committed to deep reforms and organising free elections.Ahead of Bensalah's appointment, calls continued for the speaker to step down.""He has to resign, it's the voice of the people and the people must be right,"" said 50-year-old Mourad, an entrepreneur who will protest Friday with his two young daughters.""They don't know that there's democracy... I want to teach them what freedom is,"" he added.Algerians of all ages have rallied since late February against Bouteflika, who resigned a week ago after efforts to appease demonstrators proved fruitless.Although the 82-year-old's resignation was celebrated by protesters, they have remained firm in pushing for a wider overhaul of the political system.Human Rights Watch said Bouteflika's departure is ""at most a first step in ending autocratic rule.""""During any transitional phase, authorities should fully respect the rights of Algerians to speak, assemble and associate with one another,"" the watchdog said in a statement.Demonstrators in huge numbers have defied a protest ban in Algiers, and HRW on Tuesday called on authorities to overhaul laws ""on association and assembly that stifle rights.""",https://www.monitor.co.ug/News/World/Bouteflika-ally-named-Algeria-s-first-new-president-20-years/688340-5063880-euwet5/index.html
16,School heads in Kinkiizi Diocese face demotion over poor grades - Daily Monitor,"Kanungu. Head teachers in Church of Uganda-founded primary schools in Kinkiizi Diocese that fail to register pupils in Division One this academic year will be demoted, Bishop Dan Zoreka has said. Non-performing head teachers will be demoted to classroom teachers because the diocese shall not tolerate them in the education department as team leaders. You either take charge and improve academic performance or go back to classroom as teachers. Work in silence and let success make noise,  Bishop Zoreka said yesterday.He was addressing head teachers, chairpersons of Parents Teachers Association and their school management committee chairpersons in Kanungu District.Statistics issued by Rev Stella Arineitwe, the education secretary of Kinkiizi Diocese, indicate that out of 2,475 pupils from 83-church founded primary schools in Kanungu that sat for Primary Leaving Examinations last year, only 123 passed in first grade.Mr Emmy Ngabirano, the deputy Resident District commissioner, said they are ready to support proposals on improving academic standards. The system of recycling and transferring head teachers that have failed to register pupils passing in grade one shall not be entertained. If you feel that you are tired, just request for early retirement and let people that are fresh and dynamic take the leadership positions you are currently occupying,  Mr Ngabirano said. How come Senior Four and Six dropouts teaching in private schools make pupils pass in grade one despite the small salaries they get and you that are being well paid by government fail to make it   he added.Ms Josephine Katsya, the district chairperson, said poor academic performance in government schools in the area is worrying.She said in the next 10 years, the district might not raise technical personnel to work in their own district because many students drop out of school before completing Senior Four.Mr Charles Sunday, the district education officer, warned head teachers against absenteeism, saying it interferes with the learning procedure. He wondered why teachers in government are not performing well. There is need for a by-law banning proprietors of private schools from taking away bright pupils in government schools after promising heaven and earth to their parents because such trends sabotage Universal Primary Education,  Mr Sunday said.Mr John Tereraho, an education consultant with World Vision, called for team work to improve academic performance.Mr Kenneth Tusingwire, the head teacher for Nyakatare Primary School, called for increase in teachers  welfare by providing them with meals and other incentives if performance is to improve. I worked at Kihiihi Primary School and the academic standards were the best in the district because parents agreed to raise extra money to motivate teachers. I am sure that if this is done, performance will improve,  Mr Tusingwire said.ConcernsOther head teachers cited absenteeism of pupils, teachers staying at one station for long, poor administrators, neglect by the foundation bodies, lack of staff accommodation and negative attitude on UPE schools by parents among others, as the major causes of poor performance. They suggested that sensitisation of all stake holders, especially being reminded of their respective roles would change the situation.[email protected]",https://www.monitor.co.ug/News/National/School-heads-Kinkiizi-Diocese-face-demotion-over-poor-grades/688334-5063780-c1ln5h/index.html
17,Gunmen shoot two in mobile money robbery - Daily Monitor,"Two unidentified gunmen on Sunday night shot and injured two people in Mpongo Village in Mpasana Sub-county in Kakumiro District before taking off with unspecified amount of money from a mobile money agent.The men, who were riding on a motorcycle at about 10:30pm, attacked a mobile money agent whom police identified as Mr Amos Mugisha and robbed him of money and his mobile phone before they attacked another shop attendant. Mr Najib Waiswa, the district police commander, identified the injured as Mr Kussein Kasaija, 42, and Mr Posoko Sekiwere, 23, all residents of Mpongo and Mukora villages, respectively.  They pointed a gun at me and asked me to give them all the money that I had. I gave them Shs.1.3 million. They proceeded to the next shop where I heard them firing bullets,   Mr Mugisha said. Eyewitnesses say the armed men attempted to rob another businesswoman but failed.Her son, Mr Sekiwere, engaged the robbers in a scuffle prompting them to shoot him, police said. As they fled, residents mobilised and barricaded the road to prevent them from escaping but in the process, Mr Kasaija was shot.The injured were taken for first aid and later to Hoima referral hospital. Police say they have started investigating the matter.  We are in touch with local people and we shall bring the perpetrators to book,   Mr Waiswa said yesterday. In a related incident, police in Kagadi District are holding a woman and four other relatives in connection with the murder of her husband Vincent Sabimaana, a businessman in Kyabitundu Village in Rugashaali Sub-county. Sabimaana s body was found at the weekend.Police investigations and a post-mortem report shows that he was strangled to death.Mr Romeo Ojara Oneck, the district police commander, attributed the killing to domestic violence.ArrestsLast month, police said they arrested at least eight suspects in mobile money robberies and killings registered in four weeks in different districts. Police also said five suspects, who were targeting Savings and Credit Cooperative Organisations were apprehended. Police spokesperson Fred Enanga said robberies targeting mobile money operators and Saccos were registered between February 12 and March 7 in Wakiso, Busia, Mbale, Masaka, Kalungu and Mbarara districts in which two mobile money operators were shot dead.[email protected]",https://www.monitor.co.ug/News/National/Gunmen-shoot-two-in-mobile-money-robbery/688334-5063772-l9vynk/index.html
18,"Help local communities benefit from tourism, experts tell government - Daily Monitor","Kampala. Government should find innovative ways of helping communities around protected areas earn from tourism if they are to appreciate and protect the parks, experts have suggested.Dr Dilys Roe, a researcher at the International Institute for Environment and Development (IIED), a London-based think-tank, said if communities feel that parks do not benefit them, they resort to poaching.She made the remarks while giving a keynote address into the threats to the Bwindi Impenetrable National Park and some innovative ideas for new community-based solutions in Kampala last week. The lecture was organised by Aga Khan Development Network. Citing their nearly two years  experience in helping communities around Bwindi tap into tourism, Dr Roe said many people can benefit from gorilla tracking indirectly through selling items to tourists. Gorillas are key attraction in Uganda. They are particularly important because there aren t many countries in the world where you can find gorillas. So the tourism market is here or in Rwanda,  she said.  That really sounds positive, but the other side of the story is where that money goes. Dr Roe said local communities can earn from tourism if they are trained to work as professional guides, sell food or offer authentic cultural experiences and not necessarily wait for the 10 per cent park revenue ploughed back by government. TrainingShe said IIED has already trained some residents to offer the services.Gorilla-tracking in Bwindi generates revenue for conservation, but local benefits from tourism are limited and the illegal use of the park s resources continues.Tourism is a top foreign exchange earner and Uganda last year raked in $1.4b (Shs5 trillion) from the sector, according to government statistics.Mr Amin Mawji, the Aga Khan Development Network representative in Uganda, said the lectures are aimed at creating  a space for conversation... a space for illumination where leaders and opinion formers can come together to reflect on the big issues of our time, to explore new ideas and fresh perspectives, and to promote new solutions to the problems that face us and our children. The lecture examined some of the challenges facing the tourism sector. Prof Ephraim Kamuntu, the Tourism minister, lauded the Aga Khan Development Network for organising the lecture and contributing to the development of Uganda.He said government is committed to conserving the environment but sometimes they are let down by rampant poverty among Ugandans, bad attitude and the growing population of people and animals that compete for space.The lecture was attended by Mr Daudi Migereko, the chairman of Uganda Tourist Board, several ambassadors and senior leadership of the Uganda Wildlife Authority.[email protected]",https://www.monitor.co.ug/News/National/Help-local-communities-benefit-from-tourism-experts-tell-govt/688334-5063750-gaoykg/index.html
19,"Apaa Land: Residents reject resettlement, compensation - Daily Monitor"," A section of residents occupying the disputed Apaa land bordering Amuru and Adjumani districts have rejected plans by the government to compensate and have them relocated.Government claims residents encroached on 827Sq km of gazetted former East Madi Controlled hunting area in Adjumani District.In February, Cabinet resolved to resettle victims of Apaa land conflict with building materials and money after assessing damages. According to a Cabinet memorandum, residents were to be given a package of Shs10 million, 20 iron sheets, 20 bags of cement and Shs2 million for those who do not have National Identity Cards. The processes of compensation and resettlement would be spear -headed by the Office of the Prime Minister, Lands ministry and Minister for Northern Uganda, Ms Grace Kwiyucwiny.The affected residents, however, say they will not accept any form of compensation and forceful plans to evict them from their ancestral land.Mr Sylvester Odoki, a resident of Acholi Ber Parish, says he totally disagrees with government plans to force them into accepting money and material benefits.Mr Denis Komakech, another Apaa resident, says the recent Cabinet memorandum was wrong on disclosing that only 374 families occupy Apaa land.Documents presented before Cabinet in February seen by this newspaper titled  The memorandum of Efforts to resolve the Apaa land conflict  indicated that 374 families occupy the land. A total of 206 were found to be non-violent and cooperative with government. According to the document, only 71 family heads were found with national IDs as residents of Apaa Village, Labala parish, Pabbo Sub-county in Amuru between 2013 and 2014 before the 2017 declaration of the boundary.However according to Mr Komakech, the information provided is inaccurate adding that more than 20,000 people are settling on the land.Last month, the Acholi legislators under their Umbrella body, the Acholi Parliamentary Group (APG), rejected the compensation plans.Mr Philip Okin Ojara, the APG chairperson, said the amount offered by government is too little for the residents to lose their land. Dr Daniel Komakech, the Acholi committee chairperson on Apaa land conflict, said the Cabinet resolution was made without consent from the team selected to ensure a peaceful resolution.Speaking during a meeting to discuss solutions on land conflict in Amuru and Nwoya districts at the Ker Kwaro Acholi Palace in Gulu Town on Thursday, Mr Komakech said the cabinet resolution was different from what they had discussed with the Prime Minister.In August last year, President Museveni called for the formation of an eight member committee from both Adjumani and Acholi to discuss the recommendations on ending the Apaa land impasse. The committee was headed by the Prime Minister, Dr Ruhakana Rugunda.However, in two meetings held between September and December last year and chaired by Dr Rugunda, the parties failed to harmonise on Mr Museveni s earlier recommendations.[email protected]",https://www.monitor.co.ug/News/National/Apaa-Land-Residents-reject-resettlement-compensation/688334-5062492-um0t30z/index.html
20,"Government, donors partner to restore wetlands - Daily Monitor","KABALE. The Ministry of Water and Environment with support from the World Bank Adaptation Fund through Sahara Sahel Observatory, a non-governmental organisation, has started a five-year project aimed at restoring wetlands in Maziba, Awoja and River Aswa catchment areas.Maziba catchment extends to Rubanda, Kabale, Rukiga and Ntungamo districts. Aswa stretches to districts of Kaabong, Kotido, Kitgum, Agago, Abim, Pader, Lira, Amuria, Otuke, Aleptong, Napak and Abim while Ajowa extends to Bukwo, Kween, Nakapiripiriti, Katakwi, Kumi, Serere, Soroti and Ngora districts.These three water catchment areas are alleged to have lost more than 70 per cent of the wetlands due to human intervention. While addressing the stakeholders in a meeting on Friday, Ms Annette Kezia Nantongo, a senior water officer with the Ministry of Water and Environment, said $7.75 million (about Shs29b) will be spent on the project.Ms Nantongo, who is also the project officer, said the drive aims at increasing the resilience of the surrounding communities to the risk of floods and landslides through promoting catchment based integrated, equitable and sustainable management of water and related resources. All these areas that we are targeting are prone to floods. People have depleted wetlands and the effects are visible. They are at a high risk of losing all the water resources in the area as well as facing desertification if the water catchments are invaded like they are now,  Ms Nantongo said.CoverageAwoja catchment covers 11,000 square kilometres; Aswa catchment covers 27,631 square kilometres while Maziba catchment covers 1,370 square kilometres.The project officials met district leaders, media and civil society organisations in Kabale to agree on the modalities of implementing the project in the region. District leaders, however, expressed concern that the project has up-bottom approach which may limit the impact.Kabale LC5 Patrick Besigye Kaihwa said while ministries come up with well written projects, they end up not being implemented because they lack local content. He said locals should be involved in all the processes. We want a project that shall have impact, many projects the ministries bring to us are designed and executed from the centre therefore lacking local content, the reason they at times fail. We now need to get fully involved and help our people because they are the ones affected by climate change in the end,  Mr Kaihwa said.The Ntungamo LC5 chairman, Mr Denis Singahache, who is also the chairperson of the Maziba catchment, asked the leaders in the area to embrace any project that comes to address climate change because it is negatively affecting their livelihood.Background 2013. Majority of the wetlands in Kabale District were degraded and turned into gardens and dairy farms, an official said.The then district wetlands coordinator, Mr Joseph Murangira, said the increasing population triggered the high demand for farming land.He added that soil exhaustion on hill tops and the recent introduction of tea growing in the district had escalated the situation. He said less than five wetlands out of the 72 that existed in 1980s that were in existence, adding that plans were underway to evict the encroachers.[email protected] ",https://www.monitor.co.ug/News/National/Government-donors-partner-restore-wetlands/688334-5062532-132cc20/index.html
21,"Uganda, DR Congo unite to fight illegal wildlife trade - Daily Monitor","KABAROLE. In a bid to fight illegal wildlife trade and trafficking in Queen Elizabeth and Virunga national parks, Uganda and Democratic Republic of Congo (DRC) through their wildlife authority bodies have embarked on trans-boundary collaboration to curb the vice.The wildlife authorities in Uganda include International Fund for Animal Welfare (IFAW) in partnership with the Uganda Wildlife Authority (UWA).IFAW is an international non-governmental organisation that protects animals and their habitants. The UWA deputy executive director, Mr George Owoyesigire, said Uganda is endowed with diverse natural resources such as wildlife, forests and wetlands, but poaching, illegal wildlife trade and habitat degradation remain threats. We have seen a serious decline in wildlife populations due to poaching and illegal wildlife trade,  he said.Mr Owoyesigire said this on Saturday at Koikoi in Fort Portal Town during a training of security and law enforcement officers within Queen Elizabeth and Virunga national parks on how to detect and combat illegal wildlife trade.He said due to the efforts, UWA with support from stakeholders are beginning to witness an increase in wild animals. For instance, elephant population decreased from 30,000 in 1960 to only 2,000 by 1983 and have since increased to 5,808 in 2017; buffalos were 60,000 in 1960 decreased to 25,000 in 1982 but have since increased to 37,054,  he said.Mr Owoyesigire said deforestation has had devastating effects on the forest cover from more than 30 per cent in 1990 to less than 9 per cent by 2019, wetland cover from more than 40 per cent in 1980 to less than 8 per cent by 2018. As a result of degradation, wild life in habitats have been destroyed, lakes have been depleted and that s the very reason we are experiencing an increase in human-wildlife conflicts, poverty and poaching as people strive to earn a living,  he said.The programmes director of IFAW, Mr Moses Olinga, said collaborating with the neighbouring country (DRC) will help in combating illegal wildlife trade easily.He said:  When animals cross from Uganda to DRC, they are killed because it is unknown where they belong. The border between Uganda and DRC has been used by poachers, and they have been killing animals from Uganda and they take them to DRC and vice versa.  He said pangolins have been the most poached animals because of their medicinal scales and therefore there is need for security agencies to get skills on how to identify scales of pangolins, skins of leopards, cheetahs, among others. People trying to smuggle chimps and other animals have been arrested at Entebbe, Jomo Kenyatta and Addis Ababa international airports  he added.Kabarole Resident District Commissioner Stephen Asiimwe appealed to UWA officials and other stakeholders to also domesticate laws such as the Wildlife Act and the constitution [explain the laws in local languages] because people are not informed.[email protected] ",https://www.monitor.co.ug/News/National/Uganda-DR-Congo-unite-fight-illegal-wildlife-trade/688334-5062586-etnycb/index.html
