,Titles,Articles,Urls
14,NTCs should offer computer courses - Daily Monitor,"Despite computer being one of the subjects taught in schools today, several National Teacher s College (NTCs) across the country do not conduct these courses for their students. As such several stakeholders in the education sector have called on the Education ministry to consider having in place computer courses to produce teachers who can impart computer education to the learners. Last year, National Curriculum Development Centre (NCDC), recommended that computer studies must be taught at both O and A-Level.In fact Denis Tabo, a former student of Gulu Central High School told Daily Monitor that limited access to computer labs, and lack of computer books was the reason why students performed dismally in computer exams in the 2018-2019 national exams. We used to access computer lab twice a week for only 80 minutes a day which is not enough for a student to practice,   he said. He also cited lack of computer books that has made most of the students fail the theory part of the computer exams due to limited books in various schools. But Michael Okidi, the head teacher Layibi High School, advised schools to take up computer lessons when they already have in place enough computers and well-trained computer teachers. Lack of professional teachers is forcing us to hire anybody with a Bachelors in Computer Science some of whom are not equipped with the right knowledge of teaching students,  he said. Charles Nyakito, the principal Unyama NTC, said computer studies are not yet in their curriculum.  We have been advocating for Kyambogo University to substitute Typewriting course with computer studies but we are not yet successful,  Nyakito said. Currently, only Business Education students at Unyama NTC are taught computer, which is a small group,  he adds.Decrying the status quo, Ronald Lukyamuzi, the vice chairman Information and Communication Technology Teachers Association of Uganda, said most of the members of the association are not professional teachers but university ICT and Computer Science graduates.  Government should also equip all the schools teaching computer studies with computers. Most schools have only about five computers which are shared by 60 students and no projector to support teachers in class,  he said. Computer studies were included in secondary school syllabus to encourage practical work and skills to allow students to accommodate the changing technologies in ICT.[email protected]",https://www.monitor.co.ug/News/Education/NTCs-should-offer-computer-courses/688336-5060874-jfktjhz/index.html
15,"Help local communities benefit from tourism, experts tell government - Daily Monitor","Kampala. Government should find innovative ways of helping communities around protected areas earn from tourism if they are to appreciate and protect the parks, experts have suggested.Dr Dilys Roe, a researcher at the International Institute for Environment and Development (IIED), a London-based think-tank, said if communities feel that parks do not benefit them, they resort to poaching.She made the remarks while giving a keynote address into the threats to the Bwindi Impenetrable National Park and some innovative ideas for new community-based solutions in Kampala last week. The lecture was organised by Aga Khan Development Network. Citing their nearly two years  experience in helping communities around Bwindi tap into tourism, Dr Roe said many people can benefit from gorilla tracking indirectly through selling items to tourists. Gorillas are key attraction in Uganda. They are particularly important because there aren t many countries in the world where you can find gorillas. So the tourism market is here or in Rwanda,  she said.  That really sounds positive, but the other side of the story is where that money goes. Dr Roe said local communities can earn from tourism if they are trained to work as professional guides, sell food or offer authentic cultural experiences and not necessarily wait for the 10 per cent park revenue ploughed back by government. TrainingShe said IIED has already trained some residents to offer the services.Gorilla-tracking in Bwindi generates revenue for conservation, but local benefits from tourism are limited and the illegal use of the park s resources continues.Tourism is a top foreign exchange earner and Uganda last year raked in $1.4b (Shs5 trillion) from the sector, according to government statistics.Mr Amin Mawji, the Aga Khan Development Network representative in Uganda, said the lectures are aimed at creating  a space for conversation... a space for illumination where leaders and opinion formers can come together to reflect on the big issues of our time, to explore new ideas and fresh perspectives, and to promote new solutions to the problems that face us and our children. The lecture examined some of the challenges facing the tourism sector. Prof Ephraim Kamuntu, the Tourism minister, lauded the Aga Khan Development Network for organising the lecture and contributing to the development of Uganda.He said government is committed to conserving the environment but sometimes they are let down by rampant poverty among Ugandans, bad attitude and the growing population of people and animals that compete for space.The lecture was attended by Mr Daudi Migereko, the chairman of Uganda Tourist Board, several ambassadors and senior leadership of the Uganda Wildlife Authority.[email protected]",https://www.monitor.co.ug/News/National/Help-local-communities-benefit-from-tourism-experts-tell-govt/688334-5063750-gaoykg/index.html
16,Obore gets temporary relief as court blocks sacking - Daily Monitor,"KAMPALA. The Director of Communication and Public Affairs at Parliament, Chris Ariko Obore has got a temporary relief after court temporarily blocked termination of his services.Kampala High Court Judge Henrietta Wolayo on Wednesday issued an interim order halting the sacking of Mr Obore pending hearing and determination of the main case. Interim order is hereby issued to give time to the respondent to file a response in the main case,  ruled Justice Wolayo before extending the case to April 17 this year.The judge s decision followed submissions by lawyers, Augustine Idoot representing Mr Obore and Ms Sitina Cherotich (Parliamentary Commission) in which they asked court for an adjournment.Ms Cherotich asked court for an adjournment reasoning that the person who was supposed to swear an affidavit was out of office.Mr Obore whose employment tenure was terminated in a March 5 letter by Clerk to Parliament, Ms Jane Kibirige sued his employer challenging the decision.According to the letter, Ms Kibirige cited a report which concludes that the recruitment of Mr Obore was founded on an illegality as it was in contravention of the Parliamentary Service (Staff) Regulations. Mr Obore petitioned the court seeking an order to restrain the Parliamentary Commission, its agents and or servants from implementing a decision of the Clerk to Parliament which terminated his employment.Through his lawyers, Mr Obore wants court to issue an order maintaining the status quo until the final determination of his case.Court documents indicate that Mr Obore has since instituted a suit for prerogative reliefs to prevent the implementation of the directives of the Parliamentary Commission.He alleges that the pending main case discloses important issues to the legality and propriety of the impugned decision which matters have a high chance of success. That in May 2015, I received a letter informing me that the Parliamentary Service Commission had expressed interest in filling the position of the Director, Communication and Public Affairs. By the said letter, I was informed that I had been identified as one of the potential candidates being considered by the Commission and I was invited for an interaction over the same,  says Mr Obore in a sworn statement.He states that on August 19, 2015, the office of the Clerk to Parliament wrote to him communicating a decision in which a job was offered on probation which he accepted.According to court documents, four years later while working in the same post, Mr Obore was served with a letter informing him of the findings of the Inspectorate of government and a termination decision by the Clerk to Parliament. That I know that prior to the decision by the Commission to terminate my service, I had never been accorded a right to defend myself before the parliament service commission or any relevant body,  states Mr Obore insisting that the authority to appoint, promote and exercise disciplinary control over a member of staff of the service is vested in the Parliamentary Commission.[email protected]",https://www.monitor.co.ug/News/National/Obore-gets-temporary-relief-court-blocks-sacking/688334-5065552-sou7huz/index.html
17,Catholic bishop accused of raping nun - Daily Monitor,"Police on Tuesday charged an Indian bishop with repeatedly raping a nun at a rural convent in a case that has cast a new shadow on the Roman Catholic church's global sex abuse crisis.Franco Mulakkal was charged with raping the nun several times between 2014 and 2016, K. Subash, police deputy superintendent in the district of the southern state of Kerala where the investigation was carried out, told AFP.The bishop also faces charges of unlawful detention, unnatural sex and abuse of authority.Mulakkal   who faces a maximum punishment of life imprisonment   has vociferously denied the allegations.PROTESTSThe police report backing the charges ran to more than 100 pages and contained statements from nuns, priests and other bishops, media reports said.The victim filed a complaint in June last year, but police only started formal questioning in September as fury over the case mounted.In a rare public show of dissent within the church five nuns staged days of protests with dozens of supporters to force authorities to take the allegations seriously.Mulakkal was arrested in October before being released on bail. Senior members of the church in the southern state have supported the 55-year-old bishop, however, and he was cheered when he returned to his diocese.ABUSE CRISISSexual abuse by clergy and the failure to take action has mired the Roman Catholic Church in scandal across the world in recent years.In February, Pope Francis publicly addressed the sexual abuse of nuns by clerics for the first time, insisting the Vatican takes seriously reports of sexual abuse and the ""sexual slavery"" of nuns.Mulakkal is accused of repeatedly assaulting the nun from the Missionaries of Jesus order at the St Francis Mission in Kerala. The bishop was the head of the order.Speaking to AFP, Sister Anupama Kelamangalath, one of the five nuns who protested outside Kerala's High Court, said they had sought to draw attention to Church authorities who were misusing positions of power.The sister, from the Jalandhar diocese in the state, said she was relieved and delighted at the charges.""We were able to achieve this despite stiff opposition from all sides. We had no-one on our side to fight for us, but Christ.""'HOLY POWERS'She insisted the protests were not against the church but aimed ""at certain figures who misused the holy powers vested in them,"" she added.""Other than truth as our weapon, we never had anything else on our side.""She told how repeated approaches to senior church officials were ignored.""When they realised that we wouldn't back down, they had us transferred and then made false cases against our families,"" she said. These included allegations they had made death threats against the accused bishop.""We were then left with no option but to approach the police and register a case against the bishop. What else could we do ""Police say they are looking into other cases of abuse of nuns and allegations that four Kerala priests blackmailed women during confession to force them to have sex.Christians   overwhelmingly Catholic   are the third-largest religious group in India. Around 80 percent of the country's 1.3 billion population is Hindu, followed by a sizeable Muslim minority.",https://www.monitor.co.ug/News/World/Catholic-bishop-accused-raping-nun-/688340-5065454-rb0saz/index.html
18,South Sudan warring rivals meet at Vatican 'peace retreat' - Daily Monitor,"South Sudan's warring rivals President Salva Kiir and rebel leader and former vice president Riek Machar began a retreat at the Vatican Wednesday aimed at finding a path to peace.The arch-rivals met at the Casa Santa Marta within the Vatican's walls, a residence for visitors and home to Pope Francis, who chose it over the traditional papal palace on his election in 2013.The unimposing hotel was the scene of historic peace talks between Israeli President Shimon Peres and Palestinian President Mahmoud Abbas in 2014.Kiir and Machar last saw each other in October last year, shortly after the signing of a power-sharing deal, when Machar made a brief return to Juba for the first time since fleeing on foot in a hail of gunfire in July 2016.Machar was Kiir's vice president until a falling out in 2013 which kickstarted a civil war just two years after independence from Sudan.Battles between those from Machar's Nuer community and Kiir's Dinka people were characterised by brutal violence, rape and UN warnings about ""ethnic cleansing"".Kiir met with Italian Prime Minister Giuseppe Conte earlier Wednesday before heading to the Vatican, where he was set to meet with members of a unity government which is meant to be in place in May.The Vatican confirmed the arrival of Machar, who under the new deal will be reinstated as vice-president.The other vice-presidents expected at the retreat are James Wani Igga, Taban Deng Gai and Rebecca Nyandeng De Mabior.Ecclesiastical authorities will be represented by the eight members of the South Sudan Council of Churches.The meeting will end Thursday with a speech by Pope Francis at 5pm (1500 GMT), followed by a dinner.",https://www.monitor.co.ug/News/World/South-Sudan-warring-rivals-meet-Vatican-peace-retreat/688340-5065442-xhpiefz/index.html
19,"South Sudan radio struggles to be free, and on air - Daily Monitor","South Sudan's Eye Radio journalists have been threatened, pulled off the air and forced to cower in hallways as bullets flew outside their studios.The only independent radio station in the war-wracked country has to walk a fine line between delivering credible information and not running foul of the government.""We really struggle in making sure we remain independent,"" station manager Koang Pal Chang, 45, told AFP.""Media are censoring themselves so they avoid having problems with authority.""The radio station began broadcasting in the years leading up to South Sudan's independence in 2011. Then, in 2013, war erupted as President Salva Kiir and his former vice-president Riek Machar fell out.In 2016, a peace deal fell apart, and Juba was hit by three days of fighting, concentrated in the neighbourhood of Jebel, home to Machar's headquarters and the Eye Radio studios.""The bullets were flying all over and even our newsroom was hit. We could see a gunship hovering around, it was like being in a movie,"" said Chang.According to the station manager, Eye Radio has about a million listeners out of an estimated population of 12 million in a country where few have access to a radio.This makes it challenging to disseminate crucial information -- about the signing of a fresh peace agreement in September 2018, for example.""There are places where ... people don't even know about the peace agreement. There is no kind of media,"" said Chang.Language and illiteracy barriersSouth Sudan has around 60 indigenous languages, no electrical grid, and less than four percent of people have internet access at home, according to the International Telecommunication Union.A 2017 study by humanitarian organisation REACH, found language and illiteracy to be the greatest barriers to news in the world's youngest country.Radio is the main source of information, while in camps for the displaced, loudspeakers are also used.In South Sudan, ""one of the most frequently-cited emergency news sources was gunshot"", to communicate information, the study found.""Some South Sudanese rely fully on traditional forms of communication ... such as sending runners to the neighbouring communities, performing war songs, displaying smoke signals... to alert about a threat or an unfortunate event,"" it added.Eye Radio is the only national broadcaster to provide a digest of the week's news in several local languages.South Sudan also has the United Nation's Radio Miraya, Radio Tamazuj broadcast from outside the country, the Catholic Radio network, and dozens of small community-based radio stations.In a country where 70 percent of the population is illiterate, newspapers are barely read outside the capital and face their own challenges.""You see blank pages (in the newspaper). Security (forces) are stationed at the printing press to go through the content before it is published,"" a local reporter told AFP on condition of anonymity.Pulled off airIn 2016, Eye Radio was briefly pulled off the air after playing a 30-second clip of Machar speaking.""Other media were shut down completely,"" said Chang.Nowadays, instead of playing voice recordings of opposition leaders, Eye Radio simply paraphrases their statements.More difficult to get around is the insecurity. Journalists are unable to leave the capital or main towns to report.""There are so many attacks on the road. Sometimes we send journalists but mostly on a organised trip"" with the UN or aid agencies, said Chang.Money is another challenge. A six-year grant from the US Agency for International Development (USAID) is ending soon.To cut costs, the station has reduced newsroom staff and installed 200 solar panels to reduce roughly by half the $10,000 spent on fuelling generators every month.""Without donor funding, the country's only independent radio station will have to go off air,"" said Charles Haskins of non-profit Internees, a partner of USAID.According to Reporters Without Borders, at least 10 journalists were killed in South Sudan between 2014 and 2017. Reporters face ""harassment, arbitrary detention, torture or execution-style murder.""Add trauma to the list, journalist Gargan Abraham Malka, 25, told AFP.""You see dead bodies, violence, these things are very normal... What is bad is when you see someone that has got an injury from gunfire and is struggling with life, but you can't give him help.""",https://www.monitor.co.ug/News/World/South-Sudan-radio-struggles-free-on-air/688340-5065436-cs12uc/index.html
20,"Protect children rights amid cultural norms, says activist - Daily Monitor","Buyende/Kamuli. The  marriage  of two minors in Buyende District has sparked uproar and a call to protect children s rights.Last week, a nine-year-old boy and six-year-old girl, both allegedly born with two teeth - got  married  at a ceremony in Nakapyata, drawing mixed reactions from the public.Mr Robert Wafula, the Convention on Elimination of all forms of Discrimination against Women (CEDAW) project coordinator, said the children should enjoy their rights and protection despite cultural connotations.CEDAW is an international treaty adopted in 1979 by the United Nations General Assembly.Mr Wafula appreciated that the children are at school but regretted that their coverage, especially by television stations did not take into consideration protection policies. Their faces were not covered so once they grow up and abandon the culture and marriage, they will be haunted and traumatised,  he said. We call for communities, cultures and norms that promote children rights. It is wrong to call it a marriage or initiation and while we appreciate it in the context of culture, engaging them is wrong,  Mr Wafula added.READ:Boy aged nine marries six-year-old in BuyendeMr Henry Woira, the Isabalangira of Bugabula Chiefdom, which covers Buyende and Kamuli districts, said in Busoga Kingdom,  spirits  choose a wife who should be kept clean and virgin until she is above 18. King Mswati III of Swailand carries out an annual marriage (Reed Dance) where he is mandated to choose a virgin, often young. Aware that culture grows, Busoga blends the traditional and modern positive values and has partnered with both government and NGOs to fight child marriages, domestic violence and western invasion,  he said.Mr Woira denied reports that the children are married or sleep together in coital relationship but only carry traditional visits to their respective families, get introduced to their spirits and are encouraged to complete school.  Traditionally arranged marriages monitor virginity, keep closer relations and later bring her home. Culturally, we cherish marriage readiness and purity. That is why we offer a goat to the Ssenga (aunt) when the girl s virginity is proved at marriage,  Mr Woira said.He said traditionally arranged marriages are often meant to check against genetically transferred illnesses such as sickle cells.Ms Mandwa Kagulu Nabiryo, the custodian of Bugabula Chiefdom spirits, said the ceremony was a cultural visit in which the two were introduced to the spirits at Iyingo shrine in Kagulu Sub-county. Cultural rituals were performed to strengthen them since they are both children of the spirits. The marriage was planned and is being monitored by spirits. [The girl] will continue living with her parents until she has made 18 years then they come together as husband and wife,  Ms Nabiryo said. She said in the past, parents would  book  daughters-in-law in advance and tie a red cloth around their wrists as a sign of engagement, with vows to keep them virgins.BACKGROUNDIn December 2013, a six-months-old girl  introduced  her three-year-old fianc  to her parents in Kamwokya-Namata Village, Buyengo Sub-county in Jinja District. A memorandum of understanding was reached with the boy s entourage accepting to pay the  dowry  of 48 cows, 48 goats, 48 chicken and 48 pots of malwa (local millet brew), among others, as instructed by Nambi s clan. The boy was allegedly born with two grown teeth in his lower jaw while holding a handful of two-root (herbs) grains in the right hand. When he was six months old, his clan oracle broke the news that his  wife-to-be , known as Nambi, was to be born three years later. In May 2013, the girl was reportedly born with two mature teeth in the lower jaw and  spoke  on delivery.Shocked, the parents went home and broke the news, much to the shock and awe of many.In consultation with the oracle, Kintu s parents located Mzeeyi Gamukibya s home for an interaction to narrate their ordeals and the kids  similarities.[email protected]",https://www.monitor.co.ug/News/National/Protect-children-rights-amid-cultural-norms-activist/688334-5064184-78cw1dz/index.html
21,Njeru Stock Farm land woes: Authorities ask for Shs1.3b - Daily Monitor,"BUIKWE. The controversy surrounding the land giveaway at Njeru Stock Farm in Buikwe District has taken a new twist, with Njeru Municipality authorities saying they are demanding Shs1.3b in unpaid nominal ground rent from government, Daily Monitor has established.According to a letter dated January 2, 2019, to the Ministry of Agriculture Permanent Secretary, signed by the Njeru Municipality Town Clerk, Mr Ambrose Ocen, Njeru Stock Farm has not been remitting ground rent fees for 19 years. This is to submit invoice number 631 dated January 2, 2019, in respect of Njeru Stock Farm for the last 19 years in line with the guidance from the Permanent Secretary/Secretary to Treasury in his Circular No.ISS255/432/01 dated March, 25 2015,  the letter reads, in part.When contacted on Monday, Mr Ocen, confirmed writing the letter, saying since 2000, Njeru Stock Farm management has not paid nominal ground rent equivalent to Shs100,000 per acre for 706 acres.  the terms of the sub-lease were that they [Njeru Stock Farm] would be paying Shs100,000 per acre of land per annum as nominal ground rent, unfortunately, government stopped paying that money in 2000, and the money has accumulated to Shs1.3b,  Mr Ocen said. Earlier controversiesThis comes on the heels of reports that some chunk of land housing the government demonstration farm has been parcelled out to different individuals, including Justice Minister, Kahinda Otafiire. Njeru Stock Farm, located at Bukaaya West Village, is one of the government farms under the National Animal Genetics Resources Centre & Data Bank ((NAGRC & DB). It hosts a dairy model farm.However, Dr Wilberforce Kifudde Wandera, the technical manager from the Genetics Resources Department of the Ministry of Agriculture, said the money being demanded by Njeru Municipal Council as ground rent had been inflated. It is true Njeru Municipal Council wrote to us, but it s not true that they demand all that money, they have inflated the figure to defraud government because they claim money of 1950s during the colonial time,  he said, adding  the remaining piece of land is even less because they [Njeru Municipal Council] also sub leased more land to private developers, who acquired it through fraudulent means,  he said.He also said Njeru Stock Farm has a land tittle and wondered where individuals who claim to possess titles got them from.Last year, the Justice Catherine Bamugemeire-led Commission of Inquiry into Land Matters started investigating how private individuals acquired land on the government stock farm.Ownership of the same land is currently being contested between Ham Mukasa s family and the family of the late Enock Sebowa.Ham Mukasa reportedly leased Njeru Stock Farm land measuring 1,099 acres to the colonial government for 99 years.Prior to 2000, government was paying nominal ground rent to Ham Mukasa s family through Njeru Town Council, which has since been elevated to a municipality.When contacted, Gen Kahinda Otafiire insisted that he lawfully acquired 50 acres on Plot 280 and another 50 acres on Plot 283 off the Njeru Stock Farm land. Last September, NAGRC & DB executive director, Dr Charles Lagu, told the Bamugemereire Commission that Njeru Stock Farm was on the brink of losing 504 acres to encroachers. He said the stock farm was only left with 562 acres.Investigations done by the Inspector General of Government (IGG) in 2014 revealed that although Njeru Town Council got a lease on the land in 1967, including plots 2,3,4 &5, the same town council, in 1969, sub-leased 306 acres to the Ministry of Agriculture [Njeru Stock Farm] out of Plot 2,3,4 & 5 for livestock purposes.[email protected]",https://www.monitor.co.ug/News/National/Njeru-Stock-Farm-land-woes-Authorities-ask-for-Shs1-3b/688334-5064220-7wbre2/index.html
22,Masaka residents protest new fees for grazing in forest reserves - Daily Monitor,"MASAKA. Masaka District residents have protested the revised charges levied on herders grazing their cattle in government forest reserves.The changes announced by the district forestry authorities require each cow grazed from forest reserves, including Mujuzi Forest Reserve, to pay Shs5,000, up from Shs1,000, which they have been paying monthly.However, the herdsmen have opposed the new fees, saying they are exorbitant.The most affected herdsmen are those in Diimo, Katikamu, Gayaza, Nabitaka and Byambale, among villages in Kyesiga Sub-county in Masaka District.During a crisis village meeting at Byambale Village in Kyesiiga Sub-county on Wednesday last week, the residents raised their concern over what they called exploitation by the forestry authorities.Herdsmen led by the village chairperson, Mr Baker Kalokola, claim that for long, they have been protecting the forest reserves from encroachers and land grabbers. Majority of the herdsmen here are still keeping local breeds because they don t have money to purchase and maintain hybrid heifers. So, I wonder how they will manage to pay Shs5,000 per month to feed their cattle,  he said.Also under the new arrangement, herdsmen will cease fetching firewood from the forest reserves as has been the practice.Ms Joan Namukasa, one of the affected livestock farmers, said local leaders and forestry authorities should address the problem of illegal logging in forest reserves instead of witch-hunting locals residing near forests.Livestock farmers in Bukoto Central constituency have asked their leaders, including the area legislator and Vice President Edward Kiwanuka Ssekandi to intervene and ask the district forestry authorities to revise the new charges downwards.The area parish chairperson, Mr Moses Gabula, said it s unfair to charge herdsmen such money for simply grazing their cattle in forest reserves.Efforts to speak to the area forest supervisor, Mr Rogers Mwanje, were futile by press time. Grazing in forestsPermission: In the neighbouring Gomba District, National Forestry Authority permitted herders to graze in central forest reserves provided they report those who cut down trees. They are usually given a six-month grazing permit, which is renewable upon satisfactory monitoring which considers sustainable use of the reserves.[email protected]",https://www.monitor.co.ug/News/National/Masaka-residents-protest-new-fees-grazing-in-forest-reserves/688334-5064244-15u1qly/index.html
23,Security hunt poachers over  killing of nine Uganda Kobs - Daily Monitor,"NTOROKO. A combined force of Uganda Wildlife Authority (UWA) rangers and Uganda People s Defence Forces (UPDF) are searching for suspected poachers believed to have killed nine kobs in Tooro-Semliki Wildlife Reserve in Ntoroko District. The warden-in-charge of Tooro-Semliki Wildlife Reserve, Mr Benon Mugyerwa, on Monday evening confirmed the death of the Uganda Kobs.  Yes, we found nine heads of the kobs inside Tooro-Semliki Wildlife Reserve last week on Wednesday. The poachers had already taken the meat but we have dispatched a combined force of our rangers from our reserve and other parks together with the UPDF to hunt and arrest these poachers,  Mr Mugyerwa said.Other poaching incidents Just mid last month, court in Ntoroko District sentenced four cattle keepers for illegally grazing more than 600 cows in Tooro Semliki Wildlife Reserve. Mr Deusdedit Twinomugisha, the assistant warden of Community Conservation at Tooro-Semliki Wildlife Reserve, said the cattle keepers have killed all the lions in the reserve because they eat their cows.  Lions are the key attraction to tourists in the park. Tourists don t want to see domestic animals in the park and they pay a lot of money to see wild animals, birds and boat cruise events,  he said. Mr Twinomugisha said the reserve receives between 500 to 700 tourists each year.  Last year, Police in Katwe-Kabatoro in Kasese District held four suspects for allegedly killing lions in Queen Elizabeth National Park.The 11 lions included three females and eight cubs, which died after suspected poisoning, at Hamukungu Fishing Village in Queen Elizabeth National Park.The management of the reserve continues to suffer challenges that include poaching, illegal grazing, poor road network to the reserve, poor community attitude towards conservation, illegal trafficking of wildlife resources and a high demand of resources from the reserve such as poles, firewood, water and grass.The reserveTooro-Semliki Wildlife Reserve covers part of Ntoroko, Bundibugyo and Kabarole districts and also borders with Lake Albert. According to UWA, some of the cattle keepers were allowed to graze in the reserve during the ADF war to alert government about the rebel positions but after the insurgency in 1990s, however, the habit of grazing in the reserve continued. As early as 1913, Tooro-Semliki Wildlife Reserve became significant for tsetse fly control programme and a lion hunting area.It was established as a Game Reserve in 1926 Under General Notice 546 aiming at the protection of the large population of wild animals of which kobs were dominant. Other games were reedbucks, waterbucks, hartebeests, lions, buffaloes, elephants, hippos and others.The reserve covers an area of 542sq, km. it is located in Western Uganda and is neighboured by 12 sub-counties.It is a habitat to a number of endangered species including the chimps in the central savanna and the River Line forest of Mugiri, Wasa, and Nyaburogo rivers. Tourists say the chimps here exhibit a number of unique features such as digging and drinking from holes even when water is available.[email protected] ",https://www.monitor.co.ug/News/National/Security-hunt-poachers-over--killing-nine-Uganda-Kobs/688334-5064312-11ygt3f/index.html
24,"Quit if you are paid less, MP tells government teachers - Daily Monitor","NTUNGAMO. The Member of Parliament for Rushenyi County, who is also deputy Attorney General, Mr Mwesigwa Rukutana, has said teachers who are crippling the education sector over the excuse of meagre pay should quit and find other work to do.While addressing the school management committee, Parent-Teachers Association heads and teachers of Ruyonza Primary School on Monday, Mr Rukutana said he was disappointed to find out that the school has never scored good grades in Primary Leaving Examinations (PLE).He attributed the poor performance to the teachers  failure to perform their work with determination.He said government teachers should stop the tendency of complaining that they are poorly paid yet the teachers in private schools are being paid meagre salary but they are performing well. The net pay for the least paid primary school teacher in a government school is Shs420,000 per month. When I was at this school [Ruyonza Primary School] from 1967 to 1973, it was performing well but now it is a total mess,  Mr Rukutana said.Mr Rukutana is on a tour of government-aided primary and secondary schools in the constituency to assess their situation.Working togetherHe asked stakeholders to keep focused and work together to achieve better results.Ntungamo District Education Officer Arigye Odo said he would not hesitate to sack all teachers who fail to perform their duties diligently. Really we cannot tolerate this habit of continuing to perform poorly at the expense of public money, therefore, we will not hesitate to sack you if you keep doing this. Ruyonza is one of the schools that got many ungraded pupils in the district,  Mr Arigye said.The head teacher of Ruyonza Primary School, Mr Fredrick Katushabe, and other teachers pledged their commitment to work for good grades. The MP and education officials resolved to meet all parents of Ruyonza Primary School on Friday to discuss how to improve the school s performance.In the 2018 PLE, the school did not have any pupil in Division One.  There were two pupils in Division Two, 15 in Division Three, 15 in Division Four, 11 were ungraded and one was in X. It was the worst performing school in Rubaare Sub-county.[email protected] ",https://www.monitor.co.ug/News/National/Quit-if-you-are-paid-less-MP-tells-government-teachers/688334-5064320-c2v8xvz/index.html
25,Dokolo patients paying to use government ambulance - Daily Monitor,"DOKOLO. Dokolo District authorities are charging residents money to use the government ambulance to transport their sick relatives to Dokolo Health Centre IV.Ms Beatrice Adongo, 34, a resident of Atabu Parish in Bata Sub-county, says she recently paid Shs80,000 to transport her expectant daughter to the health centre IV in Dokolo Town Council. The driver determines the amount of money you are supposed to pay before he comes to help you out and when you don t have the money, you can t access the ambulance,  she says. However, the in-charge of Agwata Health Centre III, Mr Roy Opio, says they always experience a big challenge with referral cases and always charge money for fuelling the vehicle.He explains that pregnant mothers seeking to use the ambulance are charged Shs20,000 when referred from Agwata health facility to Dokolo Health Centre IV, about 15kms away. Data from Agwata Health Centre III indicates that at least 50 expectant mothers visit the facility monthly. The district vice chairperson, Mr Nam Francis Ogwal, says the issue of charging patients to utilise the ambulance was brought to the attention of the district council and that it is being handled.  We are considering putting a flat rate of not more than Shs30,000 for patients to access the ambulance,  he says.Mr Eugine Odongo, the district health educator, says the district has only two ambulances. We have low budget allocation for the health department but the district has been informed that Ministry of Health is considering centralising the management of ambulances countrywide,  he says.Mr Moses Opio, a paralegal with the Uganda National Health Consumers organisation (UNHCO), says charging patients to access government ambulances deprives them their right to access quality health services.  The ambulance driver should not decide on the charges or charge patients to access the ambulance. He is a paid government worker and he is serving the taxpayers of this country,  Mr Opio says.[email protected]",https://www.monitor.co.ug/News/National/Dokolo-patients-paying-use-government-ambulance/688334-5064332-sw9lruz/index.html
26,"Women in Karamoja, West Nile to benefit from Shs33b project - Daily Monitor","The Food and Agriculture Organisation (FAO) of the United Nations and the government have launched a $9 million (about Shs33.5 billion) project aimed at empowering rural women in Karamoja and West Nile sub-regions. The five-year project titled  Climate Resilient Livelihood Opportunities for Women Economic Empowerment (CRWEE) in Karamoja and West Nile regions of Uganda,  is funded by the government of Sweden through the Swedish International Development Agency (Sida). According to the donors, the funds will, among others, be directed towards strengthening gender responsive and climate change resilience of rural women, improving their access to and control of productive resources and improving their household income.Speaking at the launch of the project at Muni University yesterday, Mr Antonio Querido, the FAO county representative, said:  The frequent drought in different parts of the country negatively impacts on crop and livestock production and fuels the spread of diseases. This exerts more pressure on the already strained natural resources.  He observed that although 20 per cent of Uganda is covered by water resources, there is still limited investment in the infrastructure to capture and deliver water for domestic and agricultural production. FAO is targeting about 250 farmer groups, reaching 52,500 people as direct beneficiaries.Six out of every 10 beneficiaries will be women and girls. An additional 6,000 households will benefit from ecosystem management interventions such as tree planting, while at least 180 government officials from national and district levels, will receive training to empower them for gender-transformative climate change adaptation and mitigation.State minister for Northern Uganda Grace Kwiyucwiny said the project should be used to uplift the 9,000 households living below the poverty line in northern Uganda. Ms Kwiyucwiny said project implementers should identify locally-grown commodities such as cashew nuts, Irish potatoes, cassava, apiary and tree planting to promote value addition. The head of development cooperation at the Swedish Embassy in Uganda, Mr Ola H llgren, said there is a need to increase economic empowerment of rural women through support to production, productivity and productive employment in the agricultural sector, particularly in Karamoja and West Nile.  We recognise the need to address a number of bottlenecks such as the use of rudimentary tools and technology in production, impact of climate change and environmental degradation, lack of markets and market information, limited access and ownership of production assets for women and youths, limitations to financial access and vulnerabilities to shocks,  Mr H llgren said.West Nile and Karamoja sub-regions have peculiar challenges to rural development and poverty reduction. Compounded by the refugee influx in West Nile and recurrent long droughts and floods in Karamoja, it is hard for many households to sustain an agriculture-based livelihood.  Cultural leaders from the sub-region, including the Madi chief Stephen Drani and Alur King Phillip Olarker Rauni III, made a declaration to support women s access to more economic opportunities.Peculiar casesWest Nile and Karamoja sub-regions have peculiar challenges to rural development and poverty reduction. Compounded by the refugee influx in West Nile and recurrent long droughts and floods in Karamoja, it is hard for many households to sustain an agriculture-based livelihood. [email protected]",https://www.monitor.co.ug/News/National/Women-Karamoja-West-Nile-benefit-Shs33b-project/688334-5064352-12xet9l/index.html
